,open,high,low,close,adjclose,volume,ticker,future
2003-07-17,0.010081175127827014,0.010096896917462876,0.009963770495259702,0.009893379862270131,0.009893379862270131,0.06890083010727838,AMZN,0.012618550245177291
2003-07-18,0.009847081238459489,0.009970164772901337,0.009605129280351378,0.009513782239153957,0.009513782239153957,0.12437838254270914,AMZN,0.01272619762264928
2003-07-21,0.009392996330860708,0.009730782668756112,0.00955061511521419,0.009612931509147757,0.009612931509147757,0.08992989349203598,AMZN,0.013012312821602735
2003-07-22,0.009672216610529465,0.009730782668756112,0.009378467769852647,0.009482621070888311,0.009482621070888311,0.14839467652780186,AMZN,0.01268937068918677
2003-07-23,0.010250398822482132,0.010927695338121993,0.0103396257880125,0.010967018052806041,0.010967018052806041,0.305183836983109,AMZN,0.013000981291209007
2003-07-24,0.011181131294881302,0.011730330463145281,0.011266355650483402,0.011306956400178382,0.011306956400178382,0.22477225014926525,AMZN,0.012782854193983706
2003-07-25,0.011093699518865296,0.01132197288246459,0.011028217358430932,0.011389107293947372,0.011389107293947372,0.09784480268099614,AMZN,0.012998147868293465
2003-07-28,0.0113052296751332,0.011471234589214915,0.011349559580532674,0.011525083497403683,0.011525083497403683,0.0670826833073323,AMZN,0.012828179234924403
2003-07-29,0.011446249779311801,0.011561354986609814,0.011404073745669862,0.011329618380331622,0.011329618380331622,0.07066793782862427,AMZN,0.012697869877299175
2003-07-30,0.01120933596125583,0.011214954507688191,0.011229056657676819,0.01112282281350005,0.01112282281350005,0.06431983205254137,AMZN,0.012406088913148854
2003-07-31,0.011265743142208861,0.01141209327985949,0.011292176767250117,0.011400438824341101,0.011400438824341101,0.08169623081219546,AMZN,0.012544897458886489
2003-08-01,0.011282665942033577,0.011316340223337424,0.01103682439735317,0.010944354992018583,0.010944354992018583,0.08010246335779357,AMZN,0.012496738995030251
2003-08-04,0.010800377443958281,0.010938960656376326,0.010798687199786832,0.010836708695180811,0.010836708695180811,0.06324223339303943,AMZN,0.01270353564249604
2003-08-05,0.01067063920632949,0.01081504430421843,0.010706875136329192,0.010559091603705545,0.010559091603705545,0.060948363860480345,AMZN,0.012680872581708582
2003-08-06,0.010495773502501455,0.01084320759985426,0.010606454939463184,0.010635577812911887,0.010635577812911887,0.0838331311030219,AMZN,0.013170949924578068
2003-08-07,0.010602949082928637,0.010671415256595271,0.010695398354775454,0.010655407450783805,0.010655407450783805,0.0568970166214056,AMZN,0.013083133265612213
2003-08-08,0.010639614611266515,0.01068831323397677,0.010706875136329192,0.010695067807161854,0.010695067807161854,0.04163729512143449,AMZN,0.013051972097346569
2003-08-11,0.01060012915424019,0.010586927518327537,0.01062653875993916,0.010632745470630563,0.010632745470630563,0.04576086747173591,AMZN,0.013893318237347907
2003-08-12,0.010588847287690379,0.010846023392257905,0.010615063072871552,0.010893364185881022,0.010893364185881022,0.0543258026617361,AMZN,0.01365819492516623
2003-08-13,0.010955499343375141,0.010989653514200943,0.011016740576877196,0.010995345798156145,0.010995345798156145,0.06420619787754474,AMZN,0.013782838517594596
2003-08-14,0.010862425558186218,0.010961490218565111,0.010999526499032719,0.011020841201224926,0.011020841201224926,0.04201671770574527,AMZN,0.013360749276453263
2003-08-15,0.010949858410100235,0.010964307085288635,0.011091338562490359,0.010964184629890501,0.010964184629890501,0.019253288650064523,AMZN,0.01372901536917571
2003-08-18,0.011020368462189536,0.011769759077035445,0.011208972837200844,0.011791367977851004,0.011791367977851004,0.10291596849059148,AMZN,0.013323922342990754
2003-08-19,0.011858028225297796,0.01203730340249662,0.011937730954085098,0.011947172738545014,0.011947172738545014,0.09632037133337186,AMZN,0.013519386379428597
2003-08-20,0.011748032716182168,0.011966896774886862,0.011963553165337941,0.0120009958869639,0.0120009958869639,0.06006721750351496,AMZN,0.013794170047988325
2003-08-21,0.012075199314840605,0.012521701344234117,0.012210298496312649,0.012550563224083353,0.012550563224083353,0.1069442036940737,AMZN,0.014587358804767641
2003-08-22,0.01267876518858134,0.01281459317292748,0.01247999739039483,0.01241458810126126,0.01241458810126126,0.09616629109608829,AMZN,0.014944294447730575
2003-08-25,0.012252883871459074,0.012592107971843874,0.012399661014004798,0.01259305484210851,0.01259305484210851,0.06371506712120337,AMZN,0.015159588122040336
2003-08-26,0.012478516898863246,0.012586475312716708,0.012566071063075602,0.012615717902895967,0.012615717902895967,0.05831166579996534,AMZN,0.0153833809844625
2003-08-27,0.012512361422614669,0.012566761542931565,0.012609107352172924,0.012601554030220915,0.012601554030220915,0.03902274609502899,AMZN,0.01599526957747903
2003-08-28,0.012560307741604347,0.012547047773146424,0.01247999739039483,0.012618550245177291,0.012618550245177291,0.06259798540089752,AMZN,0.016051926148813456
2003-08-29,0.012526463217852927,0.012670963050984441,0.012741088151068645,0.01272619762264928,0.01272619762264928,0.054613740105159764,AMZN,0.016119913169907393
2003-09-02,0.012723891578882571,0.012955406428146996,0.012824292081117917,0.013012312821602735,0.013012312821602735,0.08640241905972536,AMZN,0.01657599700222991
2003-09-03,0.013022854587064491,0.013039894166414729,0.012781255792020597,0.01268937068918677,0.01268937068918677,0.09832919242695634,AMZN,0.01619073361391687
2003-09-04,0.012633638798280106,0.012938508450765497,0.012832900214526285,0.013000981291209007,0.013000981291209007,0.09406405885865066,AMZN,0.01657599700222991
2003-09-05,0.012845168954548009,0.012963854879677805,0.012850114292370762,0.012782854193983706,0.012782854193983706,0.07333930394252808,AMZN,0.01651367466569862
2003-09-08,0.012718250645607665,0.012927243132511165,0.012838638605303154,0.012998147868293465,0.012998147868293465,0.06664933263997228,AMZN,0.016485346920348514
2003-09-09,0.012887474340262783,0.012935692658361853,0.01290749710565332,0.012828179234924403,0.012828179234924403,0.07331908091138462,AMZN,0.01641735881862036
2003-09-10,0.01265056052220681,0.012893448252068047,0.012838638605303154,0.012697869877299175,0.012697869877299175,0.0723763024595058,AMZN,0.01491029985654939
2003-09-11,0.012633638798280106,0.012645616622072134,0.012468520608841094,0.012406088913148854,0.012406088913148854,0.10714258199957628,AMZN,0.014992451830952597
2003-09-12,0.012252883871459074,0.012485089597067477,0.012457043827287356,0.012544897458886489,0.012544897458886489,0.06031181988020262,AMZN,0.015046274979371483
2003-09-15,0.012396724980224134,0.012482273804663832,0.012600500313250685,0.012496738995030251,0.012496738995030251,0.03794033242811194,AMZN,0.015134092718971554
2003-09-16,0.012408006846773945,0.012617454400756182,0.012548855890744996,0.01270353564249604,0.01270353564249604,0.06999094778605959,AMZN,0.015675160867978603
2003-09-17,0.012636458726968553,0.012789246744015171,0.012689443728562956,0.012680872581708582,0.012680872581708582,0.06593574854105276,AMZN,0.015663829337584874
2003-09-18,0.012622356931730297,0.0131778916292306,0.012804208260641941,0.013170949924578068,0.013170949924578068,0.08234914581768457,AMZN,0.015420207917925009
2003-09-19,0.013104645429805592,0.013101852342493678,0.013208755507279084,0.013083133265612213,0.013083133265612213,0.055491034456193064,AMZN,0.015023612999218243
2003-09-22,0.012735173445432383,0.012977935990335782,0.012878806246255104,0.013051972097346569,0.013051972097346569,0.08428959380597446,AMZN,0.015677994290894143
2003-09-23,0.012974907192176801,0.013932649688832916,0.013208755507279084,0.013893318237347907,0.013893318237347907,0.19075807476743517,AMZN,0.01571198780144111
2003-09-24,0.013804105017423697,0.014039668063609314,0.013854309694114067,0.01365819492516623,0.01365819492516623,0.1429383101249976,AMZN,0.015677994290894143
2003-09-25,0.01360949766098051,0.013941099214683604,0.013762497630656427,0.013782838517594596,0.013782838517594596,0.10155909940101308,AMZN,0.015182251182827794
2003-09-26,0.013677187784381364,0.013803101751867733,0.013481323049506637,0.013360749276453263,0.013360749276453263,0.12472121107066506,AMZN,0.014989619488671274
2003-09-29,0.013389506642749254,0.01366510536337174,0.01351001500339098,0.01372901536917571,0.01372901536917571,0.08235684982954875,AMZN,0.014329572431798509
2003-09-30,0.013606677732292063,0.013605962979696434,0.013495668479205743,0.013323922342990754,0.013323922342990754,0.08452649217079795,AMZN,0.014400392875807987
2003-10-01,0.013245665533984194,0.013470782383604085,0.013254661539007905,0.013519386379428597,0.013519386379428597,0.11629783709866914,AMZN,0.014938628682533713
2003-10-02,0.013406428366675958,0.01372987933185433,0.013590350285294883,0.013794170047988325,0.013794170047988325,0.07446601567766414,AMZN,0.015128426953774692
2003-10-03,0.014024097111552962,0.014580391522298591,0.014264595331528077,0.014587358804767641,0.014587358804767641,0.1318194950020223,AMZN,0.014462715212339277
2003-10-06,0.014520487404866517,0.014867650691864789,0.014712179961748673,0.014944294447730575,0.014944294447730575,0.07016332505152059,AMZN,0.013870656257194667
2003-10-07,0.014833552208286695,0.015433719505146494,0.015102381778686709,0.015159588122040336,0.015159588122040336,0.19079659482675604,AMZN,0.013343751980862672
2003-10-08,0.015239689720997783,0.015442167956677305,0.015438069430487556,0.0153833809844625,0.0153833809844625,0.1258719978428767,AMZN,0.013635531864378774
2003-10-09,0.01579530927574884,0.016236354630169786,0.016092231750730907,0.01599526957747903,0.01599526957747903,0.2033830242098573,AMZN,0.013442900170222254
2003-10-10,0.01587710119438795,0.016019503162533224,0.016103707437798515,0.016051926148813456,0.016051926148813456,0.1054313283642457,AMZN,0.013366415041650127
2003-10-13,0.015944790241890796,0.016120887803862578,0.016103707437798515,0.016119913169907393,0.016119913169907393,0.07551665029564146,AMZN,0.014145439925754394
2003-10-14,0.015989916632192028,0.0164841862601657,0.01620699628280989,0.01657599700222991,0.01657599700222991,0.09147936287821884,AMZN,0.014468380977536142
2003-10-15,0.016635788967545546,0.016605285745600072,0.016387751761579805,0.01619073361391687,0.01619073361391687,0.09381271547158183,AMZN,0.014607188442639559
2003-10-16,0.016006839432016744,0.016464472490380556,0.016290201307345296,0.01657599700222991,0.01657599700222991,0.09364130120760386,AMZN,0.014893303641593013
2003-10-17,0.016328365097400273,0.016461656697976914,0.01645087296563923,0.01651367466569862,0.01651367466569862,0.11022226074228156,AMZN,0.015085935335749534
2003-10-20,0.016401696154076034,0.01655740975449898,0.016528338504911633,0.016485346920348514,0.016485346920348514,0.10206756418404885,AMZN,0.014881972111199286
2003-10-21,0.016449642473065712,0.016813689836025703,0.016554160716164477,0.01641735881862036,0.01641735881862036,0.1601249975924963,AMZN,0.014196429651257739
2003-10-22,0.01541173442023936,0.015405557283830544,0.015039260574627282,0.01491029985654939,0.01491029985654939,0.31022803875117966,AMZN,0.014278581625660947
2003-10-23,0.014545871066654587,0.014946505771005357,0.014803992025206313,0.014992451830952597,0.014992451830952597,0.1360191444694825,AMZN,0.014210594604567008
2003-10-24,0.014988674107703555,0.015064788389716208,0.014829814236459156,0.015046274979371483,0.015046274979371483,0.09582827757554747,AMZN,0.014074619481744915
2003-10-27,0.015087388826167383,0.015152092994707465,0.015260183694349142,0.015134092718971554,0.015134092718971554,0.0568623485680168,AMZN,0.013581708715959888
2003-10-28,0.015169179668908484,0.015616777166659818,0.015274529124048251,0.015675160867978603,0.015675160867978603,0.08420196067101944,AMZN,0.013542049440216055
2003-10-29,0.015580959190792491,0.015687183794269578,0.015690553152239134,0.015663829337584874,0.015663829337584874,0.07982608193216618,AMZN,0.013995299849623031
2003-10-30,0.015792489347060394,0.015791385302322453,0.01556718048675178,0.015420207917925009,0.015420207917925009,0.08992700448758692,AMZN,0.014049124078676135
2003-10-31,0.015369429034524588,0.015399924624703376,0.015225754444174061,0.015023612999218243,0.015023612999218243,0.06971649236339825,AMZN,0.01388482012986972
2003-11-03,0.015059184159792856,0.015588613871023985,0.015205670623698085,0.015677994290894143,0.015677994290894143,0.0832408851909632,AMZN,0.013627033756900586
2003-11-04,0.015595060986030748,0.015782936850791643,0.01570776832456974,0.01571198780144111,0.01571198780144111,0.06280984572716243,AMZN,0.013083133265612213
2003-11-05,0.015434298153338983,0.015642123595572127,0.015713506715346607,0.015677994290894143,0.015677994290894143,0.04641859748464013,AMZN,0.01341457242487215
2003-11-06,0.015626085581093723,0.015608327640809128,0.015331911937330809,0.015182251182827794,0.015182251182827794,0.0799734211590686,AMZN,0.013553380970609784
2003-11-07,0.015287637115885475,0.015278825139269004,0.015116727208385815,0.014989619488671274,0.014989619488671274,0.07716723483754166,AMZN,0.013737513476653898
2003-11-10,0.014819450413048437,0.014800059856658675,0.014468304373405464,0.014329572431798509,0.014329572431798509,0.08313880703376283,AMZN,0.014471213319817466
2003-11-11,0.014224345401271056,0.014448026718609886,0.014187128697769546,0.014400392875807987,0.014400392875807987,0.10046898172223186,AMZN,0.014709170054914683
2003-11-12,0.014430234624264052,0.014881731802522764,0.014574461866562211,0.014938628682533713,0.014938628682533713,0.08447545309219777,AMZN,0.014751662753574056
2003-11-13,0.014844834074836506,0.015118298114264347,0.014993354542898461,0.015128426953774692,0.015128426953774692,0.06342135166888158,AMZN,0.014751662753574056
2003-11-14,0.014954829583952134,0.015019728191018758,0.014603152725960425,0.014462715212339277,0.014462715212339277,0.07586621983397855,AMZN,0.014570362589811266
2003-11-17,0.014246908058472665,0.014290315486008872,0.013848572397823326,0.013870656257194667,0.013870656257194667,0.12046859652163866,AMZN,0.0145108725955613
2003-11-18,0.013911280597850876,0.013949547666214415,0.013524360433090087,0.013343751980862672,0.013343751980862672,0.11664836963848925,AMZN,0.014306910451645267
2003-11-19,0.013341559247861564,0.013631309408608744,0.013300567570736724,0.013635531864378774,0.013635531864378774,0.13088923556942278,AMZN,0.01469500618223963
2003-11-20,0.013451554756977192,0.013803101751867733,0.013492799831060373,0.013442900170222254,0.013442900170222254,0.11411952774407273,AMZN,0.014627018080511476
2003-11-21,0.013423351166500676,0.0134482528214153,0.01332638978198957,0.013366415041650127,0.013366415041650127,0.08384083511488609,AMZN,0.014306910451645267
2003-11-24,0.013502322080553329,0.01408191246990312,0.013581743246372645,0.014145439925754394,0.014145439925754394,0.09768975944222955,AMZN,0.013836662746647698
2003-11-25,0.0140861452257809,0.014602921084487377,0.014327716535587504,0.014468380977536142,0.014468380977536142,0.1279260800061632,AMZN,0.014219092712045196
2003-11-26,0.014503565680939813,0.014670511919693492,0.014505602271725915,0.014607188442639559,0.014607188442639559,0.08108953987789141,AMZN,0.014604356100358235
2003-11-28,0.01450638560962826,0.014816957834040172,0.014781039556584967,0.014893303641593013,0.014893303641593013,0.033664605843493005,AMZN,0.015159588122040336
2003-12-01,0.014946368721988781,0.015011279739487949,0.014844159666158263,0.015085935335749534,0.015085935335749534,0.10627299166040717,AMZN,0.015411708729812606
2003-12-02,0.014974572312465297,0.015011279739487949,0.015073689824802365,0.014881972111199286,0.014881972111199286,0.055379326284162485,AMZN,0.015519356107284592
2003-12-03,0.014861755798763211,0.014870466484268433,0.014359277137617218,0.014196429651257739,0.014196429651257739,0.10673523237225786,AMZN,0.015389046749659366
2003-12-04,0.014114349892155428,0.014357906321214985,0.014184260049624175,0.014278581625660947,0.014278581625660947,0.093690414283238,AMZN,0.015641167357431634
2003-12-05,0.014043839840066127,0.01443394560795191,0.014313371105888397,0.014210594604567008,0.014210594604567008,0.06754781302363207,AMZN,0.015525021872481459
2003-12-08,0.014142553482631944,0.014293132352732394,0.014003504570854265,0.014074619481744915,0.014074619481744915,0.07597311299859402,AMZN,0.01580263788332251
2003-12-09,0.014035377902204762,0.014138237986854903,0.013768236021433294,0.013581708715959888,0.013581708715959888,0.09604302690626144,AMZN,0.015782808245450593
2003-12-10,0.01355026947544102,0.013721429806003643,0.013484192792138135,0.013542049440216055,0.013542049440216055,0.08443019202249571,AMZN,0.015760145184663135
2003-12-11,0.013496681147278424,0.013997424731635387,0.013736675419403582,0.013995299849623031,0.013995299849623031,0.08588336126037635,AMZN,0.015394712514856228
2003-12-12,0.013984611654526637,0.014042484930332838,0.013946121757571707,0.014049124078676135,0.014049124078676135,0.054923826582692944,AMZN,0.014323906666601645
2003-12-15,0.014283573586810545,0.01430721346339037,0.013983420750378289,0.01388482012986972,0.01388482012986972,0.0884959842838158,AMZN,0.01354771520541292
2003-12-16,0.013592574861155794,0.013617228297950767,0.013576004855595776,0.013627033756900586,0.013627033756900586,0.09690298723060034,AMZN,0.013881987787588396
2003-12-17,0.013555910408715925,0.013563719647722508,0.013108336404899206,0.013083133265612213,0.013083133265612213,0.12874944627414728,AMZN,0.013278597302050056
2003-12-18,0.013031315449027844,0.013360948216424045,0.013237447461163428,0.01341457242487215,0.01341457242487215,0.09883765720999212,AMZN,0.012335268469139377
2003-12-19,0.013366942909649633,0.013507394130770727,0.013469846267952898,0.013553380970609784,0.013553380970609784,0.07279039309720538,AMZN,0.01246274548448328
2003-12-22,0.01341771023322577,0.013701716036218501,0.013596088676071752,0.013737513476653898,0.013737513476653898,0.07041948344600452,AMZN,0.012646879071161613
2003-12-23,0.013711032308132785,0.014411414971443246,0.013903085468474385,0.014471213319817466,0.014471213319817466,0.10127693996648755,AMZN,0.012734695730127468
2003-12-24,0.014354083638899846,0.014766264976215557,0.01458593864811595,0.014709170054914683,0.014709170054914683,0.04981221471081066,AMZN,0.01259588826502405
2003-12-26,0.014873037665313022,0.015064788389716208,0.014869981877411108,0.014751662753574056,0.014751662753574056,0.06347335374896478,AMZN,0.012519402055817707
2003-12-29,0.014774324022747205,0.014754999657961225,0.01458020025733908,0.014751662753574056,0.014751662753574056,0.07289632326033783,AMZN,0.012958488592549632
2003-12-30,0.01460227932350563,0.01465924660143916,0.014715048609894041,0.014570362589811266,0.014570362589811266,0.04492594518595559,AMZN,0.012935826612396392
2003-12-31,0.014500744676353353,0.014653613942311993,0.014657666891097614,0.0145108725955613,0.0145108725955613,0.04641667148167408,AMZN,0.012743194918239872
2004-01-02,0.014483821876528637,0.014555045093386284,0.014379360958093192,0.014306910451645267,0.014306910451645267,0.05925059224591206,AMZN,0.012502404760227116
2004-01-05,0.014269471791572287,0.014687408822755111,0.014362145785762587,0.01469500618223963,0.01469500618223963,0.10397430712043297,AMZN,0.012315438831267459
2004-01-06,0.014582536594992465,0.01465924660143916,0.014755217345332122,0.014627018080511476,0.014627018080511476,0.052948710541014236,AMZN,0.012253117575370386
2004-01-07,0.014320239115148426,0.014422680289697577,0.014238773120275234,0.014306910451645267,0.014306910451645267,0.08431559484601607,AMZN,0.012400423147951992
2004-01-08,0.014294855453360357,0.014264969057096564,0.01397768235960142,0.013836662746647698,0.013836662746647698,0.0946928988270642,AMZN,0.012060485881213867
2004-01-09,0.013640522256043484,0.014279051242074419,0.013710853208150737,0.014219092712045196,0.014219092712045196,0.11837214229309914,AMZN,0.01159307051849762
2004-01-12,0.01415947628245666,0.014526881797750453,0.014198605479323282,0.014604356100358235,0.014604356100358235,0.08632056393366846,AMZN,0.011768704917063546
2004-01-13,0.014458438214740568,0.015078870574694063,0.014660535539242982,0.015159588122040336,0.015159588122040336,0.13515822114366058,AMZN,0.011969835799332472
2004-01-14,0.015008416836216718,0.015360497085133094,0.015159764591969266,0.015411708729812606,0.015411708729812606,0.10252980489589955,AMZN,0.011788534554935464
2004-01-15,0.015039441431279693,0.01558298121189682,0.015294612944524227,0.015519356107284592,0.015519356107284592,0.11296103695999693,AMZN,0.01177720410517595
2004-01-16,0.015473783610365308,0.015467514385589612,0.015481106814071008,0.015389046749659366,0.015389046749659366,0.08307813794033243,AMZN,0.01150525277889755
2004-01-20,0.015276355249335665,0.015599879189278318,0.015521274455022957,0.015641167357431634,0.015641167357431634,0.06992546368521409,AMZN,0.011833859595876161
2004-01-21,0.015442759015302336,0.015628041410594273,0.015587264307227755,0.015525021872481459,0.015525021872481459,0.06063442537701509,AMZN,0.012179463708445366
2004-01-22,0.015626085581093723,0.015875873040590186,0.01575941274707543,0.01580263788332251,0.01580263788332251,0.09808170104581962,AMZN,0.012094479391760836
2004-01-23,0.015707876423834824,0.01581673173123476,0.015868438888377544,0.015782808245450593,0.015782808245450593,0.05346391633443116,AMZN,0.011927343100673097
2004-01-26,0.015623264576507263,0.015701264904927553,0.015776626824919905,0.015760145184663135,0.015760145184663135,0.048908919319735754,AMZN,0.011703550238250933
2004-01-27,0.0156035218479941,0.0158533434784014,0.015593002698004623,0.015394712514856228,0.015394712514856228,0.12015273203520735,AMZN,0.01137494342127232
2004-01-28,0.01473201756113442,0.014926792001220214,0.014433874028744251,0.014323906666601645,0.014323906666601645,0.2031364958302036,AMZN,0.011298457212065977
2004-01-29,0.014280753658122099,0.014253704813162111,0.013567396722187408,0.01354771520541292,0.01354771520541292,0.211840103233759,AMZN,0.011627064029044589
2004-01-30,0.013561551341990831,0.014059381833394457,0.013768236021433294,0.013881987787588396,0.013881987787588396,0.1051337609059918,AMZN,0.011241801721365767
2004-02-02,0.013888717940649267,0.013856611476415872,0.013380903947126757,0.013278597302050056,0.013278597302050056,0.1069095356406849,AMZN,0.011539247370078734
2004-02-03,0.013194898210408056,0.013189155873165053,0.012396792365859428,0.012335268469139377,0.012335268469139377,0.25600624024961005,AMZN,0.011729045641319713
2004-02-04,0.012241603080807274,0.012521701344234117,0.012333671161800003,0.01246274548448328,0.01246274548448328,0.2033233181179099,AMZN,0.011788534554935464
2004-02-05,0.012585691403392416,0.012854020712497763,0.012792732573574333,0.012646879071161613,0.012646879071161613,0.12232333737793957,AMZN,0.011729045641319713
2004-02-06,0.012608255136492039,0.012752634996848531,0.012680835595154588,0.012734695730127468,0.012734695730127468,0.0579813562912887,AMZN,0.011176645961918936
2004-02-09,0.012788760697696966,0.012772348766633674,0.012735349760291776,0.01259588826502405,0.01259588826502405,0.054495290922748026,AMZN,0.01100101156335301
2004-02-10,0.012534924079816278,0.012617454400756182,0.012680835595154588,0.012519402055817707,0.012519402055817707,0.04296720016948827,AMZN,0.010831042929983947
2004-02-11,0.012537745084402738,0.012930059999234687,0.012689443728562956,0.012958488592549632,0.012958488592549632,0.07120914466208278,AMZN,0.0114995880943349
2004-02-12,0.012839528021273104,0.013138463015340439,0.013025131380363804,0.012935826612396392,0.012935826612396392,0.0603801929854972,AMZN,0.011417436119931694
2004-02-13,0.012941062668425379,0.013025813055756754,0.012890283027808843,0.012743194918239872,0.012743194918239872,0.04761560832803683,AMZN,0.011717714110925984
2004-02-17,0.01261671599845539,0.012673779917707965,0.012477127647763332,0.012502404760227116,0.012502404760227116,0.10160628647368118,AMZN,0.012012327417357627
2004-02-18,0.012396724980224134,0.012369622770760268,0.01243122161603451,0.012315438831267459,0.012315438831267459,0.07190057972689279,AMZN,0.011865020764141806
2004-02-19,0.012337496794684644,0.012592107971843874,0.012434091358666011,0.012253117575370386,0.012253117575370386,0.06697964214864892,AMZN,0.012278612978439166
2004-02-20,0.012238782076220816,0.01237243963748379,0.012457043827287356,0.012400423147951992,0.012400423147951992,0.06729550663508023,AMZN,0.012661042943836664
2004-02-23,0.012345957656647998,0.01233582789031715,0.01206110361957245,0.012060485881213867,0.012060485881213867,0.08527089231717418,AMZN,0.01290749778641207
2004-02-24,0.011990586391615033,0.011966896774886862,0.01173976139747071,0.01159307051849762,0.01159307051849762,0.1021561603204869,AMZN,0.012760191133196248
2004-02-25,0.01159008981217885,0.01178384018769342,0.011817228031229244,0.011768704917063546,0.011768704917063546,0.06418982685233336,AMZN,0.01259305484210851
2004-02-26,0.011787518173208495,0.011941550345974555,0.011960684517192573,0.011969835799332472,0.011969835799332472,0.05270603416729262,AMZN,0.013230438838193819
2004-02-27,0.011891872749049216,0.011871143718364797,0.011822966422006111,0.011788534554935464,0.011788534554935464,0.06429383101249976,AMZN,0.013190779562449986
2004-03-01,0.011736750849632356,0.01183734883792168,0.011840181594336719,0.01177720410517595,0.01177720410517595,0.0430683153252056,AMZN,0.012799851489574299
2004-03-02,0.011654958930993246,0.011840165704645203,0.011633603904313963,0.01150525277889755,0.01150525277889755,0.062396718090945866,AMZN,0.01285934040319005
2004-03-03,0.01140958425097392,0.011809186616605728,0.011573352442886035,0.011833859595876161,0.011833859595876161,0.08777180716858304,AMZN,0.012915996974524474
2004-03-04,0.011764954440108872,0.012116159555957068,0.011989375376590786,0.012179463708445366,0.012179463708445366,0.066378729223243,AMZN,0.012493906652748927
2004-03-05,0.011953921939175166,0.0122175452716063,0.01211274804207814,0.012094479391760836,0.012094479391760836,0.05719554708114251,AMZN,0.012949990485071445
2004-03-08,0.012001868258164844,0.012282319240088891,0.011997983509999154,0.011927343100673097,0.011927343100673097,0.058948209780243066,AMZN,0.012408922336064396
2004-03-09,0.011849566287436431,0.011952815664228887,0.011751238179024447,0.011703550238250933,0.011703550238250933,0.05879990755185764,AMZN,0.012556228989280218
2004-03-10,0.011652139002304798,0.011758493758781113,0.011518838277748848,0.01137494342127232,0.01137494342127232,0.06207026058820131,AMZN,0.013445733593137795
2004-03-11,0.011192413161431113,0.011524743239443174,0.011398335354892992,0.011298457212065977,0.011298457212065977,0.0631285992180428,AMZN,0.01271769951517109
2004-03-12,0.011265743142208861,0.01159233407464929,0.011472932246020027,0.011627064029044589,0.011627064029044589,0.05524354307505634,AMZN,0.012989649760815278
2004-03-15,0.011522399688777996,0.011645842724877549,0.011363905010231781,0.011241801721365767,0.011241801721365767,0.05898384083511489,AMZN,0.013202111092843714
2004-03-16,0.011248821418282156,0.011521927447039532,0.01146145546446629,0.011539247370078734,0.011539247370078734,0.05518961499200709,AMZN,0.012910331209327611
2004-03-17,0.011742391782907263,0.01182890038639087,0.011843050242482087,0.011729045641319713,0.011729045641319713,0.04449163151711254,AMZN,0.01268937068918677
2004-03-18,0.011598550674142203,0.011758493758781113,0.011734023006693841,0.011788534554935464,0.011788534554935464,0.05043335066736003,AMZN,0.011955670846023203
2004-03-19,0.011739570778320805,0.011913388124658603,0.011854527024035826,0.011729045641319713,0.011729045641319713,0.05072802912116485,AMZN,0.01218512947364223
2004-03-22,0.011378559655910947,0.011378297325096492,0.011246270735521296,0.011176645961918936,0.011176645961918936,0.08173860287744844,AMZN,0.012054820116017002
2004-03-23,0.011257282280245508,0.011347319311376898,0.011056908217829146,0.01100101156335301,0.01100101156335301,0.10341191425434795,AMZN,0.012142636774982857
2004-03-24,0.010972422143199857,0.010964307085288635,0.01085607001306939,0.010831042929983947,0.010831042929983947,0.0711532905760675,AMZN,0.011825361488397973
2004-03-25,0.01088498929128584,0.011476867248342081,0.011099945601412597,0.0114995880943349,0.0114995880943349,0.06380366325764142,AMZN,0.01147409269126612
2004-03-26,0.011451889636688695,0.011558539194206172,0.011470063597874657,0.011417436119931694,0.011417436119931694,0.05058839390612662,AMZN,0.011292791446869113
2004-03-29,0.011440608846036895,0.011645842724877549,0.011665164506343676,0.011717714110925984,0.011717714110925984,0.04886076924558464,AMZN,0.011700717895969609
2004-03-30,0.01164931799771834,0.01196408098248322,0.01183444320355985,0.012012327417357627,0.012012327417357627,0.047819764642437555,AMZN,0.011791367977851004
2004-03-31,0.01197084366310187,0.011983794752268361,0.011946339087493466,0.011865020764141806,0.011865020764141806,0.040327613104524186,AMZN,0.011958504268938743
2004-04-01,0.011858028225297796,0.012220361064009944,0.012046758189873344,0.012278612978439166,0.012278612978439166,0.057985208297220786,AMZN,0.011799866085329192
2004-04-02,0.012577230541429063,0.012617454400756182,0.012606238704027554,0.012661042943836664,0.012661042943836664,0.07377458061285415,AMZN,0.011525083497403683
2004-04-05,0.012484156756240141,0.012854020712497763,0.012703789158262063,0.01290749778641207,0.01290749778641207,0.0525018778528919,AMZN,0.0114995880943349
2004-04-06,0.012664663393343082,0.012820225832054647,0.012749695189990883,0.012760191133196248,0.012760191133196248,0.05228231351476282,AMZN,0.011414602697016153
2004-04-07,0.012633638798280106,0.012772348766633674,0.012646406344979506,0.01259305484210851,0.01259305484210851,0.03913060226112749,AMZN,0.011213472895381446
2004-04-08,0.013096184567842239,0.013152545200318293,0.013108336404899206,0.013230438838193819,0.013230438838193819,0.08081989946264517,AMZN,0.011267296043800331
2004-04-12,0.013186437348444704,0.013214502302077363,0.01327187671133851,0.013190779562449986,0.013190779562449986,0.03715933822538087,AMZN,0.011397606482059777
